opening_name,side,num_games,ECO,last_played_date,perf_rating,avg_player,perc_player_win,perc_draw,pec_opponent_win,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,perc_white_win,perc_black_win,white_odds,white_wins,black_wins
"English Opening, King's English Variation, Two Knights' Variation, General",black,2248,A22,7/7/18,2125,2131,37.4,26.6,36,"['1.c4', 'e5', '2.Nc3', 'Nf6']",c4,e5,Nc3,Nf6,,,,,36,37.4,0.962566845,809.28,840.752
"English Opening, King's English Variation, Two Knights' Variation, Keres Variation",black,1426,A23,7/1/18,2167,2182,34.9,28.5,36.5,"['1.c4', 'e5', '2.Nc3', 'Nf6', '3.g3', 'c6']",c4,e5,Nc3,Nf6,g3,c6,,,36.5,34.9,1.045845272,520.49,497.674
"English Opening, King's English Variation, Two Knights' Variation, Reversed Dragon",black,3361,A22,7/9/18,2175,2203,33.2,31.1,35.8,"['1.c4', 'e5', '2.Nc3', 'Nf6', '3.g3', 'd5']",c4,e5,Nc3,Nf6,g3,d5,,,35.8,33.2,1.078313253,1203.238,1115.852
"English Opening, King's English Variation, Two Knights' Variation, Smyslov System",black,2626,A22,7/7/18,2311,2317,37.8,32.3,29.9,"['1.c4', 'e5', '2.Nc3', 'Nf6', '3.g3', 'Bb4']",c4,e5,Nc3,Nf6,g3,Bb4,,,29.9,37.8,0.791005291,785.174,992.628
"English Opening, Symmetrical Variation, Anti-Benoni Variation",white,6563,A31,7/9/18,2231,2212,37,28.9,34.1,"['1.c4', 'c5', '2.Nf3', 'Nf6', '3.d4']",c4,c5,Nf3,Nf6,d4,,,,37,34.1,1.085043988,2428.31,2237.983
"English Opening, Symmetrical Variation, Anti-Benoni Variation, Geller Variation",black,882,A33,7/2/18,2415,2446,28,38.8,33.2,"['1.c4', 'c5', '2.Nf3', 'Nf6', '3.d4', 'cxd4', '4.Nxd4', 'e6', '5.Nc3', 'Nc6', '6.g3', 'Qb6']",c4,c5,Nf3,Nf6,d4,cxd4,Nxd4,e6,33.2,28,1.185714286,292.824,246.96
"English Opening, Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",black,1167,A32,6/30/18,2349,2374,32.2,38.2,29.6,"['1.c4', 'c5', '2.Nf3', 'Nf6', '3.d4', 'cxd4', '4.Nxd4', 'e6']",c4,c5,Nf3,Nf6,d4,cxd4,Nxd4,e6,29.6,32.2,0.919254658,345.432,375.774
"English Opening, Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",black,3027,A33,7/4/18,2361,2397,24.1,43.9,32,"['1.c4', 'c5', '2.Nf3', 'Nf6', '3.d4', 'cxd4', '4.Nxd4', 'e6', '5.Nc3', 'Nc6']",c4,c5,Nf3,Nf6,d4,cxd4,Nxd4,e6,32,24.1,1.32780083,968.64,729.507
"English Opening, Symmetrical Variation, Botvinnik System Reversed",black,674,A36,7/7/18,2277,2288,34.4,38.7,26.9,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.e3', 'e5']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,26.9,34.4,0.781976744,181.306,231.856
"English Opening, Symmetrical Variation, Botvinnik System Reversed",black,3214,A37,7/1/18,2299,2319,30.5,37.9,31.6,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.Nf3', 'e5']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,31.6,30.5,1.036065574,1015.624,980.27
"English Opening, Symmetrical Variation, Botvinnik System",white,2136,A36,7/4/18,2207,2180,28.8,31.8,39.4,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.e4']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,28.8,39.4,0.730964467,615.168,841.584
"English Opening, Symmetrical Variation, Duchamp Variation",white,1376,A38,7/2/18,2149,2139,27.5,47.5,25,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.Nf3', 'Nf6', '6.O-O', 'O-O', '7.d3']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,27.5,25,1.1,378.4,344
"English Opening, Symmetrical Variation, Fianchetto Variation",white,2248,A34,7/6/18,2251,2228,40.5,29.6,29.9,"['1.c4', 'c5', '2.Nc3', 'Nf6', '3.g3']",c4,c5,Nc3,Nf6,g3,,,,40.5,29.9,1.35451505,910.44,672.152
"English Opening, Symmetrical Variation, Fianchetto Variation",white,555,A36,6/29/18,2068,2042,49.9,24,26.1,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3']",c4,c5,Nc3,Nc6,g3,,,,49.9,26.1,1.911877395,276.945,144.855
"English Opening, Symmetrical Variation, Four Knights Variation",black,4184,A35,7/7/18,2233,2264,20.3,36.3,43.4,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.Nf3', 'Nf6']",c4,c5,Nc3,Nc6,Nf3,Nf6,,,43.4,20.3,2.137931034,1815.856,849.352
"English Opening, Symmetrical Variation, Full Symmetry Line",black,1852,A38,7/5/18,2147,2164,20.6,37.1,42.3,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.Nf3', 'Nf6']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,42.3,20.6,2.053398058,783.396,381.512
"English Opening, Symmetrical Variation, General",black,7097,A30,7/9/18,2226,2252,23.6,34.3,42.1,"['1.c4', 'c5']",c4,c5,,,,,,,42.1,23.6,1.783898305,2987.837,1674.892
"English Opening, Symmetrical Variation, Hedgehog Defense",black,6684,A30,7/9/18,2318,2352,22.1,42.5,35.3,"['1.c4', 'c5', '2.Nf3', 'Nf6', '3.g3', 'b6', '4.Bg2', 'Bb7', '5.O-O', 'e6', '6.Nc3', 'Be7']",c4,c5,Nf3,Nf6,g3,b6,Bg2,Bb7,35.3,22.1,1.597285068,2359.452,1477.164
"English Opening, Symmetrical Variation, Mecking Variation",white,2495,A39,7/9/18,2281,2245,41.7,39.7,18.6,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.Nf3', 'Nf6', '6.O-O', 'O-O', '7.d4']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,41.7,18.6,2.241935484,1040.415,464.07
"English Opening, Symmetrical Variation, Normal Variation",white,1733,A34,7/6/18,2161,2151,36.2,31.4,32.4,"['1.c4', 'c5', '2.Nc3']",c4,c5,Nc3,,,,,,36.2,32.4,1.117283951,627.346,561.492
"English Opening, Symmetrical Variation, Rubinstein Variation",black,1956,A34,7/8/18,2275,2272,35.1,29.6,35.3,"['1.c4', 'c5', '2.Nc3', 'Nf6', '3.g3', 'd5', '4.cxd5', 'Nxd5', '5.Bg2', 'Nc7']",c4,c5,Nc3,Nf6,g3,d5,cxd5,Nxd5,35.3,35.1,1.005698006,690.468,686.556
"English Opening, Symmetrical Variation, Symmetrical Variation",black,5641,A36,7/8/18,2283,2300,27,40.1,32.9,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,32.9,27,1.218518519,1855.889,1523.07
"English Opening, Symmetrical Variation, Three Knights Variation",black,3210,A34,7/7/18,2334,2359,24.4,39.5,36.1,"['1.c4', 'c5', '2.Nc3', 'Nf6', '3.Nf3', 'd5', '4.cxd5', 'Nxd5']",c4,c5,Nc3,Nf6,Nf3,d5,cxd5,Nxd5,36.1,24.4,1.479508197,1158.81,783.24
"English Opening, Symmetrical Variation, Two Knights Line",white,5617,A37,7/8/18,2291,2287,26.5,38.9,34.6,"['1.c4', 'c5', '2.Nc3', 'Nc6', '3.g3', 'g6', '4.Bg2', 'Bg7', '5.Nf3']",c4,c5,Nc3,Nc6,g3,g6,Bg2,Bg7,26.5,34.6,0.765895954,1488.505,1943.482
"English Opening, Symmetrical Variation, Two Knights Variation",black,962,A35,7/1/18,2136,2166,27.4,30.6,42,"['1.c4', 'c5', '2.Nc3', 'Nc6']",c4,c5,Nc3,Nc6,,,,,42,27.4,1.532846715,404.04,263.588
"Mieses Opening, General",white,1011,A00,6/30/18,2145,2139,35.2,25.1,39.7,['1.d3'],d3,,,,,,,,35.2,39.7,0.886649874,355.872,401.367
"Mieses Opening, Reversed Rat",black,236,A00,6/16/18,2145,2131,42.8,20.3,36.9,"['1.d3', 'e5']",d3,e5,,,,,,,36.9,42.8,0.862149533,87.084,101.008
"Benko Gambit, Accepted, Central Storming Variation",white,209,A57,2/1/18,2265,2245,39.2,22.5,38.3,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'g6', '6.Nc3', 'Bxa6', '7.f4']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,39.2,38.3,1.023498695,81.928,80.047
"Benko Gambit, Accepted, Dlugy Variation",white,1526,A57,6/24/18,2290,2271,42,25,33,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.f3']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,42,33,1.272727273,640.92,503.58
"Benko Gambit, Accepted, Fianchetto Variation",white,2823,A58,7/1/18,2288,2270,42.5,29.2,28.3,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'g6', '7.Nf3', 'd6', '8.g3', 'Bg7', '9.Bg2']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,42.5,28.3,1.501766784,1199.775,798.909
"Benko Gambit, Accepted, Fully Accepted Variation",white,4326,A58,7/7/18,2274,2260,37.9,30.3,31.7,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,37.9,31.7,1.195583596,1639.554,1371.342
"Benko Gambit, Accepted, King Walk Variation",white,1706,A59,7/7/18,2314,2275,41.4,34.1,24.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'd6', '7.e4', 'Bxf1', '8.Kxf1', 'g6', '9.g3', 'Bg7', '10.Kg2', 'O-O', '11.Nf3']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,41.4,24.6,1.682926829,706.284,419.676
"Benko Gambit, Accepted, Modern Variation",white,1982,A57,7/7/18,2340,2305,43.4,28,28.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.e3']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,43.4,28.6,1.517482517,860.188,566.852
"Benko Gambit, Accepted, Pawn Return Variation",white,3610,A57,6/24/18,2242,2226,39.6,26.3,34,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.b6']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,39.6,34,1.164705882,1429.56,1227.4
"Benko Gambit, Accepted, Yugoslav with 7...Bxf1, Nge2",white,172,A59,7/7/18,2228,2223,40.7,20.4,39,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'd6', '7.e4', 'Bxf1', '8.Kxf1', 'g6', '9.Nge2']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,40.7,39,1.043589744,70.004,67.08
"Benko Gambit, Accepted, Yugoslav without 7...Bxf1",white,338,A59,6/25/18,2147,2136,36.7,28.7,34.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.bxa6', 'Bxa6', '6.Nc3', 'd6', '7.e4']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,36.7,34.6,1.060693642,124.046,116.948
"Benko Gambit, Declined, Bishop Attack",white,160,A57,5/25/18,2302,2249,40.6,29.4,30,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.Bg5']",d4,Nf6,c4,c5,d5,b5,Bg5,,40.6,30,1.353333333,64.96,48
"Benko Gambit, Declined, Main Line",white,3039,A57,6/29/18,2354,2319,45.2,27.8,27,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.Nf3']",d4,Nf6,c4,c5,d5,b5,Nf3,,45.2,27,1.674074074,1373.628,820.53
"Benko Gambit, Declined, Pseudo-Saemisch",white,204,A57,6/27/18,2169,2182,41.2,17.2,41.7,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.f3']",d4,Nf6,c4,c5,d5,b5,f3,,41.2,41.7,0.988009592,84.048,85.068
"Benko Gambit, Declined, Quiet Line",white,662,A57,6/27/18,2311,2291,44.4,24.8,30.8,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.Nd2']",d4,Nf6,c4,c5,d5,b5,Nd2,,44.4,30.8,1.441558442,293.928,203.896
"Benko Gambit, Declined, Sosonko Variation",white,688,A57,5/12/18,2224,2214,35.6,26,38.4,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.a4']",d4,Nf6,c4,c5,d5,b5,a4,,35.6,38.4,0.927083333,244.928,264.192
"Benko Gambit, General",black,1776,A57,7/7/18,2118,2125,42.3,21.6,36,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5']",d4,Nf6,c4,c5,d5,b5,,,36,42.3,0.85106383,639.36,751.248
"Benko Gambit, Zaitsev System",white,665,A58,6/17/18,2069,2077,32.3,20.1,47.5,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.Nc3']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,32.3,47.5,0.68,214.795,315.875
"Benko Gambit, Zaitsev Variation, Nescafe Frappe Attack",white,657,A57,6/27/18,2231,2230,37.3,16.6,46.1,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'b5', '4.cxb5', 'a6', '5.Nc3', 'axb5', '6.e4', 'b4', '7.Nb5']",d4,Nf6,c4,c5,d5,b5,cxb5,a6,37.3,46.1,0.809110629,245.061,302.877
"Benoni Defense, Benoni Gambit Accepted",white,622,A43,6/23/18,2102,2113,31,24.3,44.7,"['1.d4', 'c5', '2.dxc5']",d4,c5,dxc5,,,,,,31,44.7,0.693512304,192.82,278.034
"Benoni Defense, Benoni Gambit, Schlenker Defense",black,113,A43,1/30/18,2237,2234,38.9,29.2,31.9,"['1.d4', 'c5', '2.dxc5', 'Na6']",d4,c5,dxc5,Na6,,,,,31.9,38.9,0.820051414,36.047,43.957
"Benoni Defense, Benoni-Indian Defense",black,1135,A43,7/7/18,2190,2235,28.8,26,45.2,"['1.d4', 'c5', '2.d5', 'Nf6']",d4,c5,d5,Nf6,,,,,45.2,28.8,1.569444444,513.02,326.88
"Benoni Defense, Benoni-Indian Defense, Kingside move order",white,4016,A43,7/3/18,2349,2306,45.6,27.9,26.5,"['1.d4', 'c5', '2.d5', 'Nf6', '3.Nf3']",d4,c5,d5,Nf6,Nf3,,,,45.6,26.5,1.720754717,1831.296,1064.24
"Benoni Defense, Classical Variation, Argentine Counterattack",black,468,A75,6/26/18,2309,2342,33.8,29.5,36.8,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'a6', '10.a4', 'Bg4']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,36.8,33.8,1.088757396,172.224,158.184
"Benoni Defense, Classical Variation, Averbakh-Grivas Attack",white,570,A71,6/10/18,2354,2299,47,21.9,31.1,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Bg5']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,47,31.1,1.511254019,267.9,177.27
"Benoni Defense, Classical Variation, Czerniak Defense",black,223,A76,5/31/18,2216,2245,38.1,26.9,35,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,35,38.1,0.918635171,78.05,84.963
"Benoni Defense, Classical Variation, Czerniak Defense",black,270,A78,6/26/18,2355,2338,36.3,29.6,34.1,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8', '10.Nd2', 'Na6']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,34.1,36.3,0.939393939,92.07,98.01
"Benoni Defense, Classical Variation, Czerniak Defense",white,414,A79,6/29/18,2446,2391,45.2,28.3,26.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8', '10.Nd2', 'Na6', '11.f3']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,45.2,26.6,1.69924812,187.128,110.124
"Benoni Defense, Classical Variation, Czerniak Defense, Tal Line",white,903,A77,7/9/18,2371,2342,42.8,25.9,31.3,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'Re8', '10.Nd2']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,42.8,31.3,1.367412141,386.484,282.639
"Benoni Defense, Classical Variation, Full line",white,193,A74,2/3/18,2208,2164,43,22.8,34.2,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O', 'a6', '10.a4']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,43,34.2,1.257309942,82.99,66.006
"Benoni Defense, Classical Variation, General",white,1833,A70,6/23/18,2261,2229,35,25.2,39.8,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,35,39.8,0.879396985,641.55,729.534
"Benoni Defense, Classical Variation, Main line",white,555,A73,5/27/18,2296,2283,35.9,30.8,33.3,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2', 'O-O', '9.O-O']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,35.9,33.3,1.078078078,199.245,184.815
"Benoni Defense, Classical Variation, New York Variation",white,2454,A70,6/30/18,2381,2319,43.9,32.5,23.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.h3']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,43.9,23.6,1.860169492,1077.306,579.144
"Benoni Defense, Classical Variation, Traditional Variation",white,255,A72,6/29/18,2260,2246,34.1,31,34.9,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.Nf3', 'Bg7', '8.Be2']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,34.1,34.9,0.977077364,86.955,88.995
"Benoni Defense, Czech Benoni Defense",black,3847,A56,6/23/18,2253,2303,30.3,27.9,41.9,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e5']",d4,Nf6,c4,c5,d5,e5,,,41.9,30.3,1.382838284,1611.893,1165.641
"Benoni Defense, Fianchetto Variation",black,2966,A62,7/8/18,2302,2349,32.4,28.5,39,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,39,32.4,1.203703704,1156.74,960.984
"Benoni Defense, Fianchetto Variation, Hastings Defense",black,341,A63,7/3/18,2410,2446,36.7,33.7,29.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O', '9.O-O', 'Nbd7']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,29.6,36.7,0.80653951,100.936,125.147
"Benoni Defense, Fianchetto Variation, Hastings Defense, Main Line",black,1635,A64,7/6/18,2356,2356,40.4,29.2,30.4,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.g3', 'Bg7', '8.Bg2', 'O-O', '9.O-O', 'Nbd7', '10.Nd2', 'a6', '11.a4', 'Re8']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,30.4,40.4,0.752475248,497.04,660.54
"Benoni Defense, Four Pawns Attack",black,408,A68,6/28/18,2212,2220,45.1,21.3,33.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Nf3', 'O-O']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,33.6,45.1,0.745011086,137.088,184.008
"Benoni Defense, Four Pawns Attack, Main Line",black,1218,A69,7/6/18,2140,2203,29.6,23.1,47.3,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Nf3', 'O-O', '9.Be2', 'Re8']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,47.3,29.6,1.597972973,576.114,360.528
"Benoni Defense, Franco-Sicilian Defense",white,765,A43,7/7/18,2271,2214,43.8,28.1,28.1,"['1.d4', 'c5', '2.d5', 'e6', '3.e4']",d4,c5,d5,e6,e4,,,,43.8,28.1,1.558718861,335.07,214.965
"Benoni Defense, General",black,5336,A43,7/9/18,2148,2179,39,26.7,34.3,"['1.d4', 'c5']",d4,c5,,,,,,,34.3,39,0.879487179,1830.248,2081.04
"Benoni Defense, Hromodka System",black,2380,A57,6/29/18,2204,2253,27.2,28,44.8,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'd6']",d4,Nf6,c4,c5,d5,d6,,,44.8,27.2,1.647058824,1066.24,647.36
"Benoni Defense, King Pawn lines",white,3272,A65,7/7/18,2272,2230,44.5,22.2,33.3,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,44.5,33.3,1.336336336,1456.04,1089.576
"Benoni Defense, King's Indian System",black,750,A56,6/24/18,2251,2308,27.1,29.9,43.1,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e5', '4.Nc3', 'd6', '5.e4', 'g6']",d4,Nf6,c4,c5,d5,e5,Nc3,d6,43.1,27.1,1.590405904,323.25,203.25
"Benoni Defense, Knight's Tour Variation",white,1765,A61,6/26/18,2417,2367,47.3,26.7,26,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.Nd2']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,47.3,26,1.819230769,834.845,458.9
"Benoni Defense, Mikenas Variation",white,223,A66,6/29/18,2314,2254,48,18.8,33.2,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.e5']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,48,33.2,1.445783133,107.04,74.036
"Benoni Defense, Modern Variation",black,5208,A56,7/9/18,2251,2285,35,28.8,36.2,"['1.d4', 'Nf6', '2.c4', 'c5']",d4,Nf6,c4,c5,,,,,36.2,35,1.034285714,1885.296,1822.8
"Benoni Defense, Modern Variation",black,2404,A60,7/2/18,2192,2233,31,23.9,45,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6']",d4,Nf6,c4,c5,d5,e6,,,45,31,1.451612903,1081.8,745.24
"Benoni Defense, Modern Variation, Snake Variation",black,836,A60,6/27/18,2268,2315,39.7,21.6,38.6,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'Bd6']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,38.6,39.7,0.972292191,322.696,331.892
"Benoni Defense, Old Benoni Defense, Clarendon Court Variation",black,521,A43,6/2/18,2146,2188,30.7,21.5,47.8,"['1.d4', 'c5', '2.d5', 'f5']",d4,c5,d5,f5,,,,,47.8,30.7,1.557003257,249.038,159.947
"Benoni Defense, Old Benoni",black,1327,A43,7/6/18,2166,2201,29.1,25.8,45.1,"['1.d4', 'c5', '2.d5', 'd6']",d4,c5,d5,d6,,,,,45.1,29.1,1.549828179,598.477,386.157
"Benoni Defense, Old Benoni, Pawn Thrust",black,1478,A44,6/30/18,2148,2203,32.2,25.9,41.9,"['1.d4', 'c5', '2.d5', 'e5']",d4,c5,d5,e5,,,,,41.9,32.2,1.301242236,619.282,475.916
"Benoni Defense, Old Benoni, Russian Variation",black,2534,A44,7/7/18,2182,2243,25.6,24.1,50.3,"['1.d4', 'c5', '2.d5', 'e5', '3.e4', 'd6']",d4,c5,d5,e5,e4,d6,,,50.3,25.6,1.96484375,1274.602,648.704
"Benoni Defense, Pawn Storm Variation",white,151,A66,6/9/18,2227,2140,57,13.9,29.1,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,57,29.1,1.958762887,86.07,43.941
"Benoni Defense, Taimanov Variation",white,2354,A67,7/8/18,2354,2296,49.6,20.5,29.9,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.e4', 'g6', '7.f4', 'Bg7', '8.Bb5+']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,49.6,29.9,1.658862876,1167.584,703.846
"Benoni Defense, Uhlmann Variation",white,574,A61,6/16/18,2371,2342,42.7,26.1,31.2,"['1.d4', 'Nf6', '2.c4', 'c5', '3.d5', 'e6', '4.Nc3', 'exd5', '5.cxd5', 'd6', '6.Nf3', 'g6', '7.Bg5']",d4,Nf6,c4,c5,d5,e6,Nc3,exd5,42.7,31.2,1.368589744,245.098,179.088
"Benoni Defense, Vulture Defense",black,289,A56,6/23/18,2162,2214,31.5,21.1,47.4,"['1.d4', 'c5', '2.d5', 'Nf6', '3.c4', 'Ne4']",d4,c5,d5,Nf6,c4,Ne4,,,47.4,31.5,1.504761905,136.986,91.035
